# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号|electricityBalance
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=23011109;2=23011110;3=23011111;4=23011112|0.0
09B栋|809|8|4|1=25093113;2=25093114;3=25093115;4=25093116|0.0
09B栋|810|8|4|1=25093117;2=25093118;3=25093119;4=25093120|0.0
09B栋|811|8|4|1=25093121;2=25093122;3=25093123;4=25093124|0.0
09B栋|812|8|4|1=25093125;2=25093126;3=25093127;4=25093128|0.0
09B栋|813|8|4|1=25093129;2=25093130;3=25093131;4=25093132|0.0
09B栋|814|8|4|1=25093201;2=25093202;3=25093203;4=25093204|0.0
09B栋|815|8|4|1=25093205;2=25093206;3=25093207;4=25093208|0.0
09B栋|816|8|4|1=25093209;2=25093210;3=25093211;4=25093212|0.0
09B栋|817|8|4|1=25093213;2=25093214;3=25093215;4=25093216|0.0
09B栋|818|8|4|1=25093217;2=25093218;3=25093219;4=25093220|0.0
09B栋|819|8|4|1=25093221;2=25093222;3=25093223;4=25093224|0.0
09B栋|820|8|4|1=25093225;2=25093226;3=25093227;4=25093228|0.0
09B栋|821|8|4|1=25093229;2=25093230;3=25093231;4=25093232|0.0
09B栋|822|8|4|1=25093301;2=25093302;3=25093303;4=25093304|0.0
09B栋|823|8|4|1=25093305;2=25093306;3=25093307;4=25093308|0.0
09B栋|824|8|4|1=25093309;2=25093310;3=25093311;4=25093312|0.0
09B栋|825|8|4|1=25093313;2=25093314;3=25093315;4=25093316|0.0
09B栋|826|8|4|1=25093317;2=25093318;3=25093319;4=25093320|0.0
09B栋|827|8|4|1=25093321;2=25093322;3=25093323;4=25093324|0.0
09B栋|828|8|4|1=25093325;2=25093326;3=25093327;4=25093328|0.0
09B栋|829|8|4|1=25093329;2=25093330;3=25093331;4=25093332|0.0
09B栋|830|8|4|1=25093401;2=25093402;3=25093403;4=25093404|0.0
09B栋|831|8|4|1=25093405;2=25093406;3=25093407;4=25093408|0.0
09B栋|832|8|4|1=25093409;2=25093410;3=25093411;4=25093412|0.0
09B栋|833|8|4|1=25093413;2=25093414;3=25093415;4=25093416|0.0
09B栋|834|8|4|1=25093417;2=25093418;3=25093419;4=25093420|0.0
09B栋|835|8|4|1=25093421;2=25093422;3=25093423;4=25093424|0.0
09B栋|836|8|4|1=25093425;2=25093426;3=25093427;4=25093428|0.0
09B栋|837|8|4|1=25093429;2=25093430;3=25093431;4=25093432|0.0
09B栋|838|8|4|1=25094101;2=25094102;3=25094103;4=25094104|0.0
09B栋|839|8|4|1=25094105;2=25094106;3=25094107;4=25094108|0.0
09B栋|840|8|4|1=25094109;2=25094110;3=25094111;4=25094112|0.0
09B栋|841|8|4|1=25094113;2=25094114;3=25094115;4=25094116|0.0
09B栋|842|8|4|1=25094117;2=25094118;3=25094119;4=25094120|0.0
09B栋|843|8|4|1=25094121;2=25094122;3=25094123;4=25094124|0.0
09B栋|844|8|4|1=25094125;2=25094126;3=25094127;4=25094128|0.0
09B栋|845|8|4|1=25094129;2=25094130;3=25094131;4=25094132|0.0
09B栋|901|9|4|1=25094201;2=25094202;3=25094203;4=25094204|0.0
09B栋|902|9|4|1=25094205;2=25094206;3=25094207;4=25094208|0.0
09B栋|903|9|4|1=25094209;2=25094210;3=25094211;4=25094212|0.0
09B栋|904|9|4|1=25094213;2=25094214;3=25094215;4=25094216|0.0
09B栋|905|9|4|1=25094217;2=25094218;3=25094219;4=25094220|0.0
09B栋|906|9|4|1=25094221;2=25094222;3=25094223;4=25094224|0.0
09B栋|907|9|4|1=25094225;2=25094226;3=25094227;4=25094228|0.0
09B栋|908|9|4|1=25094229;2=25094230;3=25094231;4=25094232|0.0
09B栋|909|9|4|1=25094301;2=25094302;3=25094303;4=25094304|0.0
09B栋|910|9|4|1=25094305;2=25094306;3=25094307;4=25094308|0.0
09B栋|911|9|4|1=25094309;2=25094310;3=25094311;4=25094312|0.0
09B栋|912|9|4|1=25094313;2=25094314;3=25094315;4=25094316|0.0
09B栋|913|9|4|1=25094317;2=25094318;3=25094319;4=25094320|0.0
09B栋|914|9|4|1=25094321;2=25094322;3=25094323;4=25094324|0.0
09B栋|915|9|4|1=25094325;2=25094326;3=25094327;4=25094328|0.0
09B栋|916|9|4|1=25094329;2=25094330;3=25094331;4=25094332|0.0
09B栋|917|9|4|1=25094401;2=25094402;3=25094403;4=25094404|0.0
09B栋|918|9|4|1=25094405;2=25094406;3=25094407;4=25094408|0.0
09B栋|919|9|4|1=25094409;2=25094410;3=25094411;4=25094412|0.0
09B栋|920|9|4|1=25094413;2=25094414;3=25094415;4=25094416|0.0
09B栋|921|9|4|1=25094417;2=25094418;3=25094419;4=25094420|0.0
09B栋|922|9|4|1=25094421;2=25094422;3=25094423;4=25094424|0.0
09B栋|923|9|4|1=25094425;2=25094426;3=25094427;4=25094428|0.0
09B栋|924|9|4|1=25094429;2=25094430;3=25094431;4=25094432|0.0
09B栋|925|9|4|1=26091101;2=26091102;3=26091103;4=26091104|0.0
09B栋|926|9|4|1=26091105;2=26091106;3=26091107;4=26091108|0.0
09B栋|927|9|4|1=26091109;2=26091110;3=26091111;4=26091112|0.0
09B栋|928|9|4|1=26091113;2=26091114;3=26091115;4=26091116|0.0
09B栋|929|9|4|1=26091117;2=26091118;3=26091119;4=26091120|0.0
09B栋|930|9|4|1=26091121;2=26091122;3=26091123;4=26091124|0.0
09B栋|931|9|4|1=26091125;2=26091126;3=26091127;4=26091128|0.0
09B栋|932|9|4|1=26091129;2=26091130;3=26091131;4=26091132|0.0
09B栋|933|9|4|1=26091201;2=26091202;3=26091203;4=26091204|0.0
09B栋|934|9|4|1=26091205;2=26091206;3=26091207;4=26091208|0.0
09B栋|935|9|4|1=26091209;2=26091210;3=26091211;4=26091212|0.0
09B栋|936|9|4|1=26091213;2=26091214;3=26091215;4=26091216|0.0
09B栋|937|9|4|1=26091217;2=26091218;3=26091219;4=26091220|0.0
09B栋|938|9|4|1=26091221;2=26091222;3=26091223;4=26091224|0.0
09B栋|939|9|4|1=26091225;2=26091226;3=26091227;4=26091228|0.0
09B栋|940|9|4|1=26091229;2=26091230;3=26091231;4=26091232|0.0
09B栋|941|9|4|1=26091301;2=26091302;3=26091303;4=26091304|0.0
09B栋|942|9|4|1=26091305;2=26091306;3=26091307;4=26091308|0.0
09B栋|943|9|4|1=26091309;2=26091310;3=26091311;4=26091312|0.0
09B栋|944|9|4|1=26091313;2=26091314;3=26091315;4=26091316|0.0
09B栋|945|9|4|1=26091317;2=26091318;3=26091319;4=26091320|0.0
09B栋|1001|10|4|1=26091321;2=26091322;3=26091323;4=26091324|0.0
09B栋|1002|10|4|1=26091325;2=26091326;3=26091327;4=26091328|0.0
09B栋|1003|10|4|1=26091329;2=26091330;3=26091331;4=26091332|0.0
09B栋|1004|10|4|1=26091401;2=26091402;3=26091403;4=26091404|0.0
09B栋|1005|10|4|1=26091405;2=26091406;3=26091407;4=26091408|0.0
09B栋|1006|10|4|1=26091409;2=26091410;3=26091411;4=26091412|0.0
09B栋|1007|10|4|1=26091413;2=26091414;3=26091415;4=26091416|0.0
09B栋|1008|10|4|1=26091417;2=26091418;3=26091419;4=26091420|0.0
09B栋|1009|10|4|1=26091421;2=26091422;3=26091423;4=26091424|0.0
09B栋|1010|10|4|1=26091425;2=26091426;3=26091427;4=26091428|0.0
09B栋|1011|10|4|1=26091429;2=26091430;3=26091431;4=26091432|0.0
09B栋|1012|10|4|1=26092101;2=26092102;3=26092103;4=26092104|0.0
09B栋|1013|10|4|1=26092105;2=26092106;3=26092107;4=26092108|0.0
09B栋|1014|10|4|1=26092109;2=26092110;3=26092111;4=26092112|0.0
09B栋|1015|10|4|1=26092113;2=26092114;3=26092115;4=26092116|0.0
09B栋|1016|10|4|1=26092117;2=26092118;3=26092119;4=26092120|0.0
09B栋|1017|10|4|1=26092121;2=26092122;3=26092123;4=26092124|0.0
09B栋|1018|10|4|1=26092125;2=26092126;3=26092127;4=26092128|0.0
09B栋|1019|10|4|1=26092129;2=26092130;3=26092131;4=26092132|0.0
09B栋|1020|10|4|1=26092201;2=26092202;3=26092203;4=26092204|0.0
09B栋|1021|10|4|1=26092205;2=26092206;3=26092207;4=26092208|0.0
09B栋|1022|10|4|1=26092209;2=26092210;3=26092211;4=26092212|0.0
09B栋|1023|10|4|1=26092213;2=26092214;3=26092215;4=26092216|0.0
09B栋|1024|10|4|1=26092217;2=26092218;3=26092219;4=26092220|0.0
09B栋|1025|10|4|1=26092221;2=26092222;3=26092223;4=26092224|0.0
09B栋|1026|10|4|1=26092225;2=26092226;3=26092227;4=26092228|0.0
09B栋|1027|10|4|1=26092229;2=26092230;3=26092231;4=26092232|0.0
09B栋|1028|10|4|1=26092301;2=26092302;3=26092303;4=26092304|0.0
09B栋|1029|10|4|1=26092305;2=26092306;3=26092307;4=26092308|0.0
09B栋|1030|10|4|1=26092309;2=26092310;3=26092311;4=26092312|0.0
09B栋|1031|10|4|1=26092313;2=26092314;3=26092315;4=26092316|0.0
09B栋|1032|10|4|1=26092317;2=26092318;3=26092319;4=26092320|0.0
09B栋|1033|10|4|1=26092321;2=26092322;3=26092323;4=26092324|0.0
09B栋|1034|10|4|1=26092325;2=26092326;3=26092327;4=26092328|0.0
09B栋|1035|10|4|1=26092329;2=26092330;3=26092331;4=26092332|0.0
09B栋|1036|10|4|1=26092401;2=26092402;3=26092403;4=26092404|0.0
09B栋|1037|10|4|1=26092405;2=26092406;3=26092407;4=26092408|0.0
09B栋|1038|10|4|1=26092409;2=26092410;3=26092411;4=26092412|0.0
09B栋|1039|10|4|1=26092413;2=26092414;3=26092415;4=26092416|0.0
09B栋|1040|10|4|1=26092417;2=26092418;3=26092419;4=26092420|0.0
09B栋|1041|10|4|1=26092421;2=26092422;3=26092423;4=26092424|0.0
09B栋|1042|10|4|1=26092425;2=26092426;3=26092427;4=26092428|0.0
09B栋|1043|10|4|1=26092429;2=26092430;3=26092431;4=26092432|0.0
09B栋|1044|10|4|1=26093101;2=26093102;3=26093103;4=26093104|0.0
09B栋|1045|10|4|1=26093105;2=26093106;3=26093107;4=26093108|0.0
09B栋|1101|11|4|1=26093109;2=26093110;3=26093111;4=26093112|0.0
09B栋|1102|11|4|1=26093113;2=26093114;3=26093115;4=26093116|0.0
09B栋|1103|11|4|1=26093117;2=26093118;3=26093119;4=26093120|0.0
09B栋|1104|11|4|1=26093121;2=26093122;3=26093123;4=26093124|0.0
09B栋|1105|11|4|1=26093125;2=26093126;3=26093127;4=26093128|0.0
09B栋|1106|11|4|1=26093129;2=26093130;3=26093131;4=26093132|0.0
09B栋|1107|11|4|1=26093201;2=26093202;3=26093203;4=26093204|0.0
09B栋|1108|11|4|1=26093205;2=26093206;3=26093207;4=26093208|0.0
09B栋|1109|11|4|1=26093209;2=26093210;3=26093211;4=26093212|0.0
09B栋|1110|11|4|1=26093213;2=26093214;3=26093215;4=26093216|0.0
09B栋|1111|11|4|1=26093217;2=26093218;3=26093219;4=26093220|0.0
09B栋|1112|11|4|1=26093221;2=26093222;3=26093223;4=26093224|0.0
09B栋|1113|11|4|1=26093225;2=26093226;3=26093227;4=26093228|0.0
09B栋|1114|11|4|1=26093229;2=26093230;3=26093231;4=26093232|0.0
09B栋|1115|11|4|1=26093301;2=26093302;3=26093303;4=26093304|0.0
09B栋|1116|11|4|1=26093305;2=26093306;3=26093307;4=26093308|0.0
09B栋|1117|11|4|1=26093309;2=26093310;3=26093311;4=26093312|0.0
09B栋|1118|11|4|1=26093313;2=26093314;3=26093315;4=26093316|0.0
09B栋|1119|11|4|1=26093317;2=26093318;3=26093319;4=26093320|0.0
09B栋|1120|11|4|1=26093321;2=26093322;3=26093323;4=26093324|0.0
09B栋|1121|11|4|1=26093325;2=26093326;3=26093327;4=26093328|0.0
09B栋|1122|11|4|1=26093329;2=26093330;3=26093331;4=26093332|0.0
09B栋|1123|11|4|1=26093401;2=26093402;3=26093403;4=26093404|0.0
09B栋|1124|11|4|1=26093405;2=26093406;3=26093407;4=26093408|0.0
09B栋|1125|11|4|1=26093409;2=26093410;3=26093411;4=26093412|0.0
09B栋|1126|11|4|1=26093413;2=26093414;3=26093415;4=26093416|0.0
09B栋|1127|11|4|1=26093417;2=26093418;3=26093419;4=26093420|0.0
09B栋|1128|11|4|1=26093421;2=26093422;3=26093423;4=26093424|0.0
09B栋|1129|11|4|1=26093425;2=26093426;3=26093427;4=26093428|0.0
09B栋|1130|11|4|1=26093429;2=26093430;3=26093431;4=26093432|0.0
09B栋|1131|11|4|1=26094101;2=26094102;3=26094103;4=26094104|0.0
09B栋|1132|11|4|1=26094105;2=26094106;3=26094107;4=26094108|0.0
09B栋|1133|11|4|1=26094109;2=26094110;3=26094111;4=26094112|0.0
09B栋|1134|11|4|1=26094113;2=26094114;3=26094115;4=26094116|0.0
09B栋|1135|11|4|1=26094117;2=26094118;3=26094119;4=26094120|0.0
09B栋|1136|11|4|1=26094121;2=26094122;3=26094123;4=26094124|0.0
09B栋|1137|11|4|1=26094125;2=26094126;3=26094127;4=26094128|0.0
09B栋|1138|11|4|1=26094129;2=26094130;3=26094131;4=26094132|0.0
09B栋|1139|11|4|1=26094201;2=26094202;3=26094203;4=26094204|0.0
09B栋|1140|11|4|1=26094205;2=26094206;3=26094207;4=26094208|0.0
09B栋|1141|11|4|1=26094209;2=26094210;3=26094211;4=26094212|0.0
09B栋|1142|11|4|1=26094213;2=26094214;3=26094215;4=26094216|0.0
09B栋|1143|11|4|1=26094217;2=26094218;3=26094219;4=26094220|0.0
09B栋|1144|11|4|1=26094221;2=26094222;3=26094223;4=26094224|0.0
09B栋|1145|11|4|1=26094225;2=26094226;3=26094227;4=26094228|0.0
09B栋|1201|12|4|1=26094229;2=26094230;3=26094231;4=26094232|0.0
09B栋|1202|12|4|1=26094301;2=26094302;3=26094303;4=26094304|0.0
09B栋|1203|12|4|1=26094305;2=26094306;3=26094307;4=26094308|0.0
09B栋|1204|12|4|1=26094309;2=26094310;3=26094311;4=26094312|0.0
09B栋|1205|12|4|1=26094313;2=26094314;3=26094315;4=26094316|0.0
09B栋|1206|12|4|1=26094317;2=26094318;3=26094319;4=26094320|0.0
09B栋|1207|12|4|1=26094321;2=26094322;3=26094323;4=26094324|0.0
09B栋|1208|12|4|1=26094325;2=26094326;3=26094327;4=26094328|0.0
09B栋|1209|12|4|1=26094329;2=26094330;3=26094331;4=26094332|0.0
09B栋|1210|12|4|1=26094401;2=26094402;3=26094403;4=26094404|0.0
09B栋|1211|12|4|1=26094405;2=26094406;3=26094407;4=26094408|0.0
09B栋|1212|12|4|1=26094409;2=26094410;3=26094411;4=26094412|0.0
09B栋|1213|12|4|1=26094413;2=26094414;3=26094415;4=26094416|0.0
09B栋|1214|12|4|1=26094417;2=26094418;3=26094419;4=26094420|0.0
09B栋|1215|12|4|1=26094421;2=26094422;3=26094423;4=26094424|0.0
09B栋|1216|12|4|1=26094425;2=26094426;3=26094427;4=26094428|0.0
09B栋|1217|12|4|1=26094429;2=26094430;3=26094431;4=26094432|0.0
09B栋|1218|12|4|1=;2=;3=;4=|0.0
09B栋|1219|12|4|1=;2=;3=;4=|0.0
09B栋|1220|12|4|1=;2=;3=;4=|0.0
09B栋|1221|12|4|1=;2=;3=;4=|0.0
09B栋|1222|12|4|1=;2=;3=;4=|0.0
09B栋|1223|12|4|1=;2=;3=;4=|0.0
09B栋|1224|12|4|1=;2=;3=;4=|0.0
09B栋|1225|12|4|1=;2=;3=;4=|0.0
09B栋|1226|12|4|1=;2=;3=;4=|0.0
09B栋|1227|12|4|1=;2=;3=;4=|0.0
09B栋|1228|12|4|1=;2=;3=;4=|0.0
09B栋|1229|12|4|1=;2=;3=;4=|0.0
09B栋|1230|12|4|1=;2=;3=;4=|0.0
09B栋|1231|12|4|1=;2=;3=;4=|0.0
09B栋|1232|12|4|1=;2=;3=;4=|0.0
09B栋|1233|12|4|1=;2=;3=;4=|0.0
09B栋|1234|12|4|1=;2=;3=;4=|0.0
09B栋|1235|12|4|1=;2=;3=;4=|0.0
09B栋|1236|12|4|1=;2=;3=;4=|0.0
09B栋|1237|12|4|1=;2=;3=;4=|0.0
09B栋|1238|12|4|1=;2=;3=;4=|0.0
09B栋|1239|12|4|1=;2=;3=;4=|0.0
09B栋|1240|12|4|1=;2=;3=;4=|0.0
09B栋|1241|12|4|1=;2=;3=;4=|0.0
09B栋|1242|12|4|1=;2=;3=;4=|0.0
09B栋|1243|12|4|1=;2=;3=;4=|0.0
09B栋|1244|12|4|1=;2=;3=;4=|0.0
09B栋|1245|12|4|1=;2=;3=;4=|0.0
10A栋|101|1|4|1=23101109;2=23101110;3=23101111;4=23101112|0.0
10A栋|102|1|4|1=23101113;2=23101114;3=23101115;4=23101116|0.0
10A栋|103|1|4|1=23101117;2=23101118;3=23101119;4=23101120|0.0
10A栋|104|1|4|1=23101121;2=23101122;3=23101123;4=23101124|0.0
10A栋|105|1|4|1=23101125;2=23101126;3=23101127;4=23101128|0.0
10A栋|106|1|4|1=23101129;2=23101130;3=23101131;4=23101132|0.0
10A栋|107|1|4|1=23101133;2=23101134;3=23101135;4=23101136|0.0
10A栋|108|1|4|1=23101137;2=23101138;3=23101139;4=23101140|0.0
10A栋|109|1|4|1=23101209;2=23101210;3=23101211;4=23101212|0.0
10A栋|110|1|4|1=23101213;2=23101214;3=23101215;4=23101216|0.0
10A栋|111|1|4|1=23101217;2=23101218;3=23101219;4=23101220|0.0
10A栋|112|1|4|1=23101221;2=23101222;3=23101223;4=23101224|0.0
10A栋|113|1|4|1=23101225;2=23101226;3=23101227;4=23101228|0.0
10A栋|114|1|4|1=23101229;2=23101230;3=23101231;4=23101232|0.0
10A栋|115|1|4|1=23101233;2=23101234;3=23101235;4=23101236|0.0
10A栋|116|1|4|1=23101237;2=23101238;3=23101239;4=23101240|0.0
10A栋|117|1|4|1=23101309;2=23101310;3=23101311;4=23101312|0.0
10A栋|118|1|4|1=23101313;2=23101314;3=23101315;4=23101316|0.0
10A栋|119|1|4|1=23101317;2=23101318;3=23101319;4=23101320|0.0
10A栋|120|1|4|1=23101321;2=23101322;3=23101323;4=23101324|0.0
10A栋|121|1|4|1=23101325;2=23101326;3=23101327;4=23101328|0.0
10A栋|122|1|4|1=23101329;2=23101330;3=23101331;4=23101332|0.0
10A栋|123|1|4|1=23101333;2=23101334;3=23101335;4=23101336|0.0
10A栋|124|1|4|1=23101337;2=23101338;3=23101339;4=23101340|0.0
10A栋|125|1|4|1=23101409;2=23101410;3=23101411;4=23101412|0.0
10A栋|126|1|4|1=23101413;2=23101414;3=23101415;4=23101416|0.0
10A栋|127|1|4|1=23101417;2=23101418;3=23101419;4=23101420|0.0
10A栋|128|1|4|1=23101421;2=23101422;3=23101423;4=23101424|0.0
10A栋|129|1|4|1=23101425;2=23101426;3=23101427;4=23101428|0.0
10A栋|130|1|4|1=23101429;2=23101430;3=23101431;4=23101432|0.0
10A栋|131|1|4|1=23101433;2=23101434;3=23101435;4=23101436|0.0
10A栋|132|1|4|1=23101437;2=23101438;3=23101439;4=23101440|0.0
10A栋|133|1|4|1=23102109;2=23102110;3=23102111;4=23102112|0.0
10A栋|134|1|4|1=23102113;2=23102114;3=23102115;4=23102116|0.0
10A栋|135|1|4|1=23102117;2=23102118;3=23102119;4=23102120|0.0
10A栋|136|1|4|1=23102121;2=23102122;3=23102123;4=23102124|0.0
10A栋|137|1|4|1=23102125;2=23102126;3=23102127;4=23102128|0.0
10A栋|138|1|4|1=23102129;2=23102130;3=23102131;4=23102132|0.0
10A栋|139|1|4|1=23102133;2=23102134;3=23102135;4=23102136|0.0
10A栋|140|1|4|1=23102137;2=23102138;3=23102139;4=23102140|0.0
10A栋|141|1|4|1=23102209;2=23102210;3=23102211;4=23102212|0.0
10A栋|142|1|4|1=23102213;2=23102214;3=23102215;4=23102216|0.0
10A栋|143|1|4|1=23102217;2=23102218;3=23102219;4=23102220|0.0
10A栋|144|1|4|1=23102221;2=23102222;3=23102223;4=23102224|0.0
10A栋|145|1|4|1=23102225;2=23102226;3=23102227;4=23102228|0.0
10A栋|201|2|4|1=23102229;2=23102230;3=23102231;4=23102232|0.0
10A栋|202|2|4|1=23102233;2=23102234;3=23102235;4=23102236|0.0
10A栋|203|2|4|1=23102237;2=23102238;3=23102239;4=23102240|0.0
10A栋|204|2|4|1=23102309;2=23102310;3=23102311;4=23102312|0.0
10A栋|205|2|4|1=23102313;2=23102314;3=23102315;4=23102316|0.0
10A栋|206|2|4|1=23102317;2=23102318;3=23102319;4=23102320|0.0
10A栋|207|2|4|1=23102321;2=23102322;3=23102323;4=23102324|0.0
10A栋|208|2|4|1=23102325;2=23102326;3=23102327;4=23102328|0.0
10A栋|209|2|4|1=23102329;2=23102330;3=23102331;4=23102332|0.0
10A栋|210|2|4|1=23102333;2=23102334;3=23102335;4=23102336|0.0
10A栋|211|2|4|1=23102337;2=23102338;3=23102339;4=23102340|0.0
10A栋|212|2|4|1=23102409;2=23102410;3=23102411;4=23102412|0.0
10A栋|213|2|4|1=23102413;2=23102414;3=23102415;4=23102416|0.0
10A栋|214|2|4|1=23102417;2=23102418;3=23102419;4=23102420|0.0
10A栋|215|2|4|1=23102421;2=23102422;3=23102423;4=23102424|0.0
10A栋|216|2|4|1=23102425;2=23102426;3=23102427;4=23102428|0.0
10A栋|217|2|4|1=23102429;2=23102430;3=23102431;4=23102432|0.0
10A栋|218|2|4|1=23102433;2=23102434;3=23102435;4=23102436|0.0
10A栋|219|2|4|1=23102437;2=23102438;3=23102439;4=23102440|0.0
10A栋|220|2|4|1=23103109;2=23103110;3=23103111;4=23103112|0.0
10A栋|221|2|4|1=23103113;2=23103114;3=23103115;4=23103116|0.0
10A栋|222|2|4|1=23103117;2=23103118;3=23103119;4=23103120|0.0
10A栋|223|2|4|1=23103121;2=23103122;3=23103123;4=23103124|0.0
10A栋|224|2|4|1=23103125;2=23103126;3=23103127;4=23103128|0.0
10A栋|225|2|4|1=23103129;2=23103130;3=23103131;4=23103132|0.0
10A栋|226|2|4|1=23103133;2=23103134;3=23103135;4=23103136|0.0
10A栋|227|2|4|1=23103137;2=23103138;3=23103139;4=23103140|0.0
10A栋|228|2|4|1=23103209;2=23103210;3=23103211;4=23103212|0.0
10A栋|229|2|4|1=23103213;2=23103214;3=23103215;4=23103216|0.0
10A栋|230|2|4|1=23103217;2=23103218;3=23103219;4=23103220|0.0
10A栋|231|2|4|1=23103221;2=23103222;3=23103223;4=23103224|0.0
10A栋|232|2|4|1=23103225;2=23103226;3=23103227;4=23103228|0.0
10A栋|233|2|4|1=23103229;2=23103230;3=23103231;4=23103232|0.0
10A栋|234|2|4|1=23103233;2=23103234;3=23103235;4=23103236|0.0
10A栋|235|2|4|1=23103237;2=23103238;3=23103239;4=23103240|0.0
10A栋|236|2|4|1=23103309;2=23103310;3=23103311;4=23103312|0.0
10A栋|237|2|4|1=23103313;2=23103314;3=23103315;4=23103316|0.0
10A栋|238|2|4|1=23103317;2=23103318;3=23103319;4=23103320|0.0
10A栋|239|2|4|1=23103321;2=23103322;3=23103323;4=23103324|0.0
10A栋|240|2|4|1=23103325;2=23103326;3=23103327;4=23103328|0.0
10A栋|241|2|4|1=23103329;2=23103330;3=23103331;4=23103332|0.0
10A栋|242|2|4|1=23103333;2=23103334;3=23103335;4=23103336|0.0
10A栋|243|2|4|1=23103337;2=23103338;3=23103339;4=23103340|0.0
10A栋|244|2|4|1=23103409;2=23103410;3=23103411;4=23103412|0.0
10A栋|245|2|4|1=23103413;2=23103414;3=23103415;4=23103416|0.0
10A栋|301|3|4|1=23103417;2=23103418;3=23103419;4=23103420|0.0
10A栋|302|3|4|1=23103421;2=23103422;3=23103423;4=23103424|0.0
10A栋|303|3|4|1=23103425;2=23103426;3=23103427;4=23103428|0.0
10A栋|304|3|4|1=23103429;2=23103430;3=23103431;4=23103432|0.0
10A栋|305|3|4|1=23103433;2=23103434;3=23103435;4=23103436|0.0
10A栋|306|3|4|1=23103437;2=23103438;3=23103439;4=23103440|0.0
10A栋|307|3|4|1=23104109;2=23104110;3=23104111;4=23104112|0.0
10A栋|308|3|4|1=23104113;2=23104114;3=23104115;4=23104116|0.0
10A栋|309|3|4|1=23104117;2=23104118;3=23104119;4=23104120|0.0
10A栋|310|3|4|1=23104121;2=23104122;3=23104123;4=23104124|0.0
10A栋|311|3|4|1=23104125;2=23104126;3=23104127;4=23104128|0.0
10A栋|312|3|4|1=23104129;2=23104130;3=23104131;4=23104132|0.0
10A栋|313|3|4|1=23104133;2=23104134;3=23104135;4=23104136|0.0
10A栋|314|3|4|1=23104137;2=23104138;3=23104139;4=23104140|0.0
10A栋|315|3|4|1=23104209;2=23104210;3=23104211;4=23104212|0.0
10A栋|316|3|4|1=23104213;2=23104214;3=23104215;4=23104216|0.0
10A栋|317|3|4|1=23104217;2=23104218;3=23104219;4=23104220|0.0
10A栋|318|3|4|1=23104221;2=23104222;3=23104223;4=23104224|0.0
10A栋|319|3|4|1=23104225;2=23104226;3=23104227;4=23104228|0.0
10A栋|320|3|4|1=23104229;2=23104230;3=23104231;4=23104232|0.0
10A栋|321|3|4|1=23104233;2=23104234;3=23104235;4=23104236|0.0
10A栋|322|3|4|1=23104237;2=23104238;3=23104239;4=23104240|0.0
10A栋|323|3|4|1=23104309;2=23104310;3=23104311;4=23104312|0.0
10A栋|324|3|4|1=23104313;2=23104314;3=23104315;4=23104316|0.0
10A栋|325|3|4|1=23104317;2=23104318;3=23104319;4=23104320|0.0
10A栋|326|3|4|1=23104321;2=23104322;3=23104323;4=23104324|0.0
10A栋|327|3|4|1=23104325;2=23104326;3=23104327;4=23104328|0.0
10A栋|328|3|4|1=23104329;2=23104330;3=23104331;4=23104332|0.0
10A栋|329|3|4|1=23104333;2=23104334;3=23104335;4=23104336|0.0
10A栋|330|3|4|1=23104337;2=23104338;3=23104339;4=23104340|0.0
10A栋|331|3|4|1=23104409;2=23104410;3=23104411;4=23104412|0.0
10A栋|332|3|4|1=23104413;2=23104414;3=23104415;4=23104416|0.0
10A栋|333|3|4|1=23104417;2=23104418;3=23104419;4=23104420|0.0
10A栋|334|3|4|1=23104421;2=23104422;3=23104423;4=23104424|0.0
10A栋|335|3|4|1=23104425;2=23104426;3=23104427;4=23104428|0.0
10A栋|336|3|4|1=23104429;2=23104430;3=23104431;4=23104432|0.0
10A栋|337|3|4|1=23104433;2=23104434;3=23104435;4=23104436|0.0
10A栋|338|3|4|1=23104437;2=23104438;3=23104439;4=23104440|0.0
10A栋|339|3|4|1=24101109;2=24101110;3=24101111;4=24101112|0.0
10A栋|340|3|4|1=24101113;2=24101114;3=24101115;4=24101116|0.0
10A栋|341|3|4|1=24101117;2=24101118;3=24101119;4=24101120|0.0
10A栋|342|3|4|1=24101121;2=24101122;3=24101123;4=24101124|0.0
10A栋|343|3|4|1=24101125;2=24101126;3=24101127;4=24101128|0.0
10A栋|344|3|4|1=24101129;2=24101130;3=24101131;4=24101132|0.0
10A栋|345|3|4|1=24101133;2=24101134;3=24101135;4=24101136|0.0
10A栋|401|4|4|1=24101137;2=24101138;3=24101139;4=24101140|0.0
10A栋|402|4|4|1=24101209;2=24101210;3=24101211;4=24101212|0.0
10A栋|403|4|4|1=24101213;2=24101214;3=24101215;4=24101216|0.0
10A栋|404|4|4|1=24101217;2=24101218;3=24101219;4=24101220|0.0
10A栋|405|4|4|1=24101221;2=24101222;3=24101223;4=24101224|0.0
10A栋|406|4|4|1=24101225;2=24101226;3=24101227;4=24101228|0.0
10A栋|407|4|4|1=24101229;2=24101230;3=24101231;4=24101232|0.0
10A栋|408|4|4|1=24101233;2=24101234;3=24101235;4=24101236|0.0
10A栋|409|4|4|1=24101237;2=24101238;3=24101239;4=24101240|0.0
