# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=24011109;2=24011110;3=24011111;4=24011112
10A栋|106|1|4|1=24101129;2=24101130;3=24101131;4=24101132
10A栋|107|1|4|1=24101133;2=24101134;3=24101135;4=24101136
10A栋|108|1|4|1=24101137;2=24101138;3=24101139;4=24101140
10A栋|109|1|4|1=24101209;2=24101210;3=24101211;4=24101212
10A栋|110|1|4|1=24101213;2=24101214;3=24101215;4=24101216
10A栋|111|1|4|1=24101217;2=24101218;3=24101219;4=24101220
10A栋|112|1|4|1=24101221;2=24101222;3=24101223;4=24101224
10A栋|113|1|4|1=24101225;2=24101226;3=24101227;4=24101228
10A栋|114|1|4|1=24101229;2=24101230;3=24101231;4=24101232
10A栋|115|1|4|1=24101233;2=24101234;3=24101235;4=24101236
10A栋|116|1|4|1=24101237;2=24101238;3=24101239;4=24101240
10A栋|117|1|4|1=24101309;2=24101310;3=24101311;4=24101312
10A栋|118|1|4|1=24101313;2=24101314;3=24101315;4=24101316
10A栋|119|1|4|1=24101317;2=24101318;3=24101319;4=24101320
10A栋|120|1|4|1=24101321;2=24101322;3=24101323;4=24101324
10A栋|121|1|4|1=24101325;2=24101326;3=24101327;4=24101328
10A栋|122|1|4|1=24101329;2=24101330;3=24101331;4=24101332
10A栋|123|1|4|1=24101333;2=24101334;3=24101335;4=24101336
10A栋|124|1|4|1=24101337;2=24101338;3=24101339;4=24101340
10A栋|125|1|4|1=24101409;2=24101410;3=24101411;4=24101412
10A栋|126|1|4|1=24101413;2=24101414;3=24101415;4=24101416
10A栋|127|1|4|1=24101417;2=24101418;3=24101419;4=24101420
10A栋|128|1|4|1=24101421;2=24101422;3=24101423;4=24101424
10A栋|129|1|4|1=24101425;2=24101426;3=24101427;4=24101428
10A栋|130|1|4|1=24101429;2=24101430;3=24101431;4=24101432
10A栋|131|1|4|1=24101433;2=24101434;3=24101435;4=24101436
10A栋|132|1|4|1=24101437;2=24101438;3=24101439;4=24101440
10A栋|133|1|4|1=24102109;2=24102110;3=24102111;4=24102112
10A栋|134|1|4|1=24102113;2=24102114;3=24102115;4=24102116
10A栋|135|1|4|1=24102117;2=24102118;3=24102119;4=24102120
10A栋|136|1|4|1=24102121;2=24102122;3=24102123;4=24102124
10A栋|137|1|4|1=24102125;2=24102126;3=24102127;4=24102128
10A栋|138|1|4|1=24102129;2=24102130;3=24102131;4=24102132
10A栋|139|1|4|1=24102133;2=24102134;3=24102135;4=24102136
10A栋|140|1|4|1=24102137;2=24102138;3=24102139;4=24102140
10A栋|141|1|4|1=24102209;2=24102210;3=24102211;4=24102212
10A栋|142|1|4|1=24102213;2=24102214;3=24102215;4=24102216
10A栋|143|1|4|1=24102217;2=24102218;3=24102219;4=24102220
10A栋|144|1|4|1=24102221;2=24102222;3=24102223;4=24102224
10A栋|145|1|4|1=24102225;2=24102226;3=24102227;4=24102228
10A栋|201|2|4|1=24102229;2=24102230;3=24102231;4=24102232
10A栋|202|2|4|1=24102233;2=24102234;3=24102235;4=24102236
10A栋|203|2|4|1=24102237;2=24102238;3=24102239;4=24102240
10A栋|204|2|4|1=24102309;2=24102310;3=24102311;4=24102312
10A栋|205|2|4|1=24102313;2=24102314;3=24102315;4=24102316
10A栋|206|2|4|1=24102317;2=24102318;3=24102319;4=24102320
10A栋|207|2|4|1=24102321;2=24102322;3=24102323;4=24102324
10A栋|208|2|4|1=24102325;2=24102326;3=24102327;4=24102328
10A栋|209|2|4|1=24102329;2=24102330;3=24102331;4=24102332
10A栋|210|2|4|1=24102333;2=24102334;3=24102335;4=24102336
10A栋|211|2|4|1=24102337;2=24102338;3=24102339;4=24102340
10A栋|212|2|4|1=24102409;2=24102410;3=24102411;4=24102412
10A栋|213|2|4|1=24102413;2=24102414;3=24102415;4=24102416
10A栋|214|2|4|1=24102417;2=24102418;3=24102419;4=24102420
10A栋|215|2|4|1=24102421;2=24102422;3=24102423;4=24102424
10A栋|216|2|4|1=24102425;2=24102426;3=24102427;4=24102428
10A栋|217|2|4|1=24102429;2=24102430;3=24102431;4=24102432
10A栋|218|2|4|1=24102433;2=24102434;3=24102435;4=24102436
10A栋|219|2|4|1=24102437;2=24102438;3=24102439;4=24102440
10A栋|220|2|4|1=24103109;2=24103110;3=24103111;4=24103112
10A栋|221|2|4|1=24103113;2=24103114;3=24103115;4=24103116
10A栋|222|2|4|1=24103117;2=24103118;3=24103119;4=24103120
10A栋|223|2|4|1=24103121;2=24103122;3=24103123;4=24103124
10A栋|224|2|4|1=24103125;2=24103126;3=24103127;4=24103128
10A栋|225|2|4|1=24103129;2=24103130;3=24103131;4=24103132
10A栋|226|2|4|1=24103133;2=24103134;3=24103135;4=24103136
10A栋|227|2|4|1=24103137;2=24103138;3=24103139;4=24103140
10A栋|228|2|4|1=24103209;2=24103210;3=24103211;4=24103212
10A栋|229|2|4|1=24103213;2=24103214;3=24103215;4=24103216
10A栋|230|2|4|1=24103217;2=24103218;3=24103219;4=24103220
10A栋|231|2|4|1=24103221;2=24103222;3=24103223;4=24103224
10A栋|232|2|4|1=24103225;2=24103226;3=24103227;4=24103228
10A栋|233|2|4|1=24103229;2=24103230;3=24103231;4=24103232
10A栋|234|2|4|1=24103233;2=24103234;3=24103235;4=24103236
10A栋|235|2|4|1=24103237;2=24103238;3=24103239;4=24103240
10A栋|236|2|4|1=24103309;2=24103310;3=24103311;4=24103312
10A栋|237|2|4|1=24103313;2=24103314;3=24103315;4=24103316
10A栋|238|2|4|1=24103317;2=24103318;3=24103319;4=24103320
10A栋|239|2|4|1=24103321;2=24103322;3=24103323;4=24103324
10A栋|240|2|4|1=24103325;2=24103326;3=24103327;4=24103328
10A栋|241|2|4|1=24103329;2=24103330;3=24103331;4=24103332
10A栋|242|2|4|1=24103333;2=24103334;3=24103335;4=24103336
10A栋|243|2|4|1=24103337;2=24103338;3=24103339;4=24103340
10A栋|244|2|4|1=24103409;2=24103410;3=24103411;4=24103412
10A栋|245|2|4|1=24103413;2=24103414;3=24103415;4=24103416
10A栋|301|3|4|1=24103417;2=24103418;3=24103419;4=24103420
10A栋|302|3|4|1=24103421;2=24103422;3=24103423;4=24103424
10A栋|303|3|4|1=24103425;2=24103426;3=24103427;4=24103428
10A栋|304|3|4|1=24103429;2=24103430;3=24103431;4=24103432
10A栋|305|3|4|1=24103433;2=24103434;3=24103435;4=24103436
10A栋|306|3|4|1=24103437;2=24103438;3=24103439;4=24103440
10A栋|307|3|4|1=24104109;2=24104110;3=24104111;4=24104112
10A栋|308|3|4|1=24104113;2=24104114;3=24104115;4=24104116
10A栋|309|3|4|1=24104117;2=24104118;3=24104119;4=24104120
10A栋|310|3|4|1=24104121;2=24104122;3=24104123;4=24104124
10A栋|311|3|4|1=24104125;2=24104126;3=24104127;4=24104128
10A栋|312|3|4|1=24104129;2=24104130;3=24104131;4=24104132
10A栋|313|3|4|1=24104133;2=24104134;3=24104135;4=24104136
10A栋|314|3|4|1=24104137;2=24104138;3=24104139;4=24104140
10A栋|315|3|4|1=24104209;2=24104210;3=24104211;4=24104212
10A栋|316|3|4|1=24104213;2=24104214;3=24104215;4=24104216
10A栋|317|3|4|1=24104217;2=24104218;3=24104219;4=24104220
10A栋|318|3|4|1=24104221;2=24104222;3=24104223;4=24104224
10A栋|319|3|4|1=24104225;2=24104226;3=24104227;4=24104228
10A栋|320|3|4|1=24104229;2=24104230;3=24104231;4=24104232
10A栋|321|3|4|1=24104233;2=24104234;3=24104235;4=24104236
10A栋|322|3|4|1=24104237;2=24104238;3=24104239;4=24104240
10A栋|323|3|4|1=24104309;2=24104310;3=24104311;4=24104312
10A栋|324|3|4|1=24104313;2=24104314;3=24104315;4=24104316
10A栋|325|3|4|1=24104317;2=24104318;3=24104319;4=24104320
10A栋|326|3|4|1=24104321;2=24104322;3=24104323;4=24104324
10A栋|327|3|4|1=24104325;2=24104326;3=24104327;4=24104328
10A栋|328|3|4|1=24104329;2=24104330;3=24104331;4=24104332
10A栋|329|3|4|1=24104333;2=24104334;3=24104335;4=24104336
10A栋|330|3|4|1=24104337;2=24104338;3=24104339;4=24104340
10A栋|331|3|4|1=24104409;2=24104410;3=24104411;4=24104412
10A栋|332|3|4|1=24104413;2=24104414;3=24104415;4=24104416
10A栋|333|3|4|1=24104417;2=24104418;3=24104419;4=24104420
10A栋|334|3|4|1=24104421;2=24104422;3=24104423;4=24104424
10A栋|335|3|4|1=24104425;2=24104426;3=24104427;4=24104428
10A栋|336|3|4|1=24104429;2=24104430;3=24104431;4=24104432
10A栋|337|3|4|1=24104433;2=24104434;3=24104435;4=24104436
10A栋|338|3|4|1=24104437;2=24104438;3=24104439;4=24104440
10A栋|339|3|4|1=25101109;2=25101110;3=25101111;4=25101112
10A栋|340|3|4|1=25101113;2=25101114;3=25101115;4=25101116
10A栋|341|3|4|1=25101117;2=25101118;3=25101119;4=25101120
10A栋|342|3|4|1=25101121;2=25101122;3=25101123;4=25101124
10A栋|343|3|4|1=25101125;2=25101126;3=25101127;4=25101128
10A栋|344|3|4|1=25101129;2=25101130;3=25101131;4=25101132
10A栋|345|3|4|1=25101133;2=25101134;3=25101135;4=25101136
10A栋|401|4|4|1=25101137;2=25101138;3=25101139;4=25101140
10A栋|402|4|4|1=25101209;2=25101210;3=25101211;4=25101212
10A栋|403|4|4|1=25101213;2=25101214;3=25101215;4=25101216
10A栋|404|4|4|1=25101217;2=25101218;3=25101219;4=25101220
10A栋|405|4|4|1=25101221;2=25101222;3=25101223;4=25101224
10A栋|406|4|4|1=25101225;2=25101226;3=25101227;4=25101228
10A栋|407|4|4|1=25101229;2=25101230;3=25101231;4=25101232
10A栋|408|4|4|1=25101233;2=25101234;3=25101235;4=25101236
10A栋|409|4|4|1=25101237;2=25101238;3=25101239;4=25101240
10A栋|410|4|4|1=25101309;2=25101310;3=25101311;4=25101312
10A栋|411|4|4|1=25101313;2=25101314;3=25101315;4=25101316
10A栋|412|4|4|1=25101317;2=25101318;3=25101319;4=25101320
10A栋|413|4|4|1=25101321;2=25101322;3=25101323;4=25101324
10A栋|414|4|4|1=25101325;2=25101326;3=25101327;4=25101328
10A栋|415|4|4|1=25101329;2=25101330;3=25101331;4=25101332
10A栋|416|4|4|1=25101333;2=25101334;3=25101335;4=25101336
10A栋|417|4|4|1=25101337;2=25101338;3=25101339;4=25101340
10A栋|418|4|4|1=25101409;2=25101410;3=25101411;4=25101412
10A栋|419|4|4|1=25101413;2=25101414;3=25101415;4=25101416
10A栋|420|4|4|1=25101417;2=25101418;3=25101419;4=25101420
10A栋|421|4|4|1=25101421;2=25101422;3=25101423;4=25101424
10A栋|422|4|4|1=25101425;2=25101426;3=25101427;4=25101428
10A栋|423|4|4|1=25101429;2=25101430;3=25101431;4=25101432
10A栋|424|4|4|1=25101433;2=25101434;3=25101435;4=25101436
10A栋|425|4|4|1=25101437;2=25101438;3=25101439;4=25101440
10A栋|426|4|4|1=25102109;2=25102110;3=25102111;4=25102112
10A栋|427|4|4|1=25102113;2=25102114;3=25102115;4=25102116
10A栋|428|4|4|1=25102117;2=25102118;3=25102119;4=25102120
10A栋|429|4|4|1=25102121;2=25102122;3=25102123;4=25102124
10A栋|430|4|4|1=25102125;2=25102126;3=25102127;4=25102128
10A栋|431|4|4|1=25102129;2=25102130;3=25102131;4=25102132
10A栋|432|4|4|1=25102133;2=25102134;3=25102135;4=25102136
10A栋|433|4|4|1=25102137;2=25102138;3=25102139;4=25102140
10A栋|434|4|4|1=25102209;2=25102210;3=25102211;4=25102212
10A栋|435|4|4|1=25102213;2=25102214;3=25102215;4=25102216
10A栋|436|4|4|1=25102217;2=25102218;3=25102219;4=25102220
10A栋|437|4|4|1=25102221;2=25102222;3=25102223;4=25102224
10A栋|438|4|4|1=25102225;2=25102226;3=25102227;4=25102228
10A栋|439|4|4|1=25102229;2=25102230;3=25102231;4=25102232
10A栋|440|4|4|1=25102233;2=25102234;3=25102235;4=25102236
10A栋|441|4|4|1=25102237;2=25102238;3=25102239;4=25102240
10A栋|442|4|4|1=25102309;2=25102310;3=25102311;4=25102312
10A栋|443|4|4|1=25102313;2=25102314;3=25102315;4=25102316
10A栋|444|4|4|1=25102317;2=25102318;3=25102319;4=25102320
10A栋|445|4|4|1=25102321;2=25102322;3=25102323;4=25102324
10A栋|501|5|4|1=25102325;2=25102326;3=25102327;4=25102328
10A栋|502|5|4|1=25102329;2=25102330;3=25102331;4=25102332
10A栋|503|5|4|1=25102333;2=25102334;3=25102335;4=25102336
10A栋|504|5|4|1=25102337;2=25102338;3=25102339;4=25102340
10A栋|505|5|4|1=25102409;2=25102410;3=25102411;4=25102412
10A栋|506|5|4|1=25102413;2=25102414;3=25102415;4=25102416
10A栋|507|5|4|1=25102417;2=25102418;3=25102419;4=25102420
10A栋|508|5|4|1=25102421;2=25102422;3=25102423;4=25102424
10A栋|509|5|4|1=25102425;2=25102426;3=25102427;4=25102428
10A栋|510|5|4|1=25102429;2=25102430;3=25102431;4=25102432
10A栋|511|5|4|1=25102433;2=25102434;3=25102435;4=25102436
10A栋|512|5|4|1=25102437;2=25102438;3=25102439;4=25102440
10A栋|513|5|4|1=25103109;2=25103110;3=25103111;4=25103112
10A栋|514|5|4|1=25103113;2=25103114;3=25103115;4=25103116
10A栋|515|5|4|1=25103117;2=25103118;3=25103119;4=25103120
10A栋|516|5|4|1=25103121;2=25103122;3=25103123;4=25103124
10A栋|517|5|4|1=25103125;2=25103126;3=25103127;4=25103128
10A栋|518|5|4|1=25103129;2=25103130;3=25103131;4=25103132
10A栋|519|5|4|1=25103133;2=25103134;3=25103135;4=25103136
10A栋|520|5|4|1=25103137;2=25103138;3=25103139;4=25103140
10A栋|521|5|4|1=25103209;2=25103210;3=25103211;4=25103212
10A栋|522|5|4|1=25103213;2=25103214;3=25103215;4=25103216
10A栋|523|5|4|1=25103217;2=25103218;3=25103219;4=25103220
10A栋|524|5|4|1=25103221;2=25103222;3=25103223;4=25103224
10A栋|525|5|4|1=25103225;2=25103226;3=25103227;4=25103228
10A栋|526|5|4|1=25103229;2=25103230;3=25103231;4=25103232
10A栋|527|5|4|1=25103233;2=25103234;3=25103235;4=25103236
10A栋|528|5|4|1=25103237;2=25103238;3=25103239;4=25103240
10A栋|529|5|4|1=25103309;2=25103310;3=25103311;4=25103312
10A栋|530|5|4|1=25103313;2=25103314;3=25103315;4=25103316
10A栋|531|5|4|1=25103317;2=25103318;3=25103319;4=25103320
10A栋|532|5|4|1=25103321;2=25103322;3=25103323;4=25103324
10A栋|533|5|4|1=25103325;2=25103326;3=25103327;4=25103328
10A栋|534|5|4|1=25103329;2=25103330;3=25103331;4=25103332
10A栋|535|5|4|1=25103333;2=25103334;3=25103335;4=25103336
10A栋|536|5|4|1=25103337;2=25103338;3=25103339;4=25103340
10A栋|537|5|4|1=25103409;2=25103410;3=25103411;4=25103412
10A栋|538|5|4|1=25103413;2=25103414;3=25103415;4=25103416
10A栋|539|5|4|1=25103417;2=25103418;3=25103419;4=25103420
10A栋|540|5|4|1=25103421;2=25103422;3=25103423;4=25103424
10A栋|541|5|4|1=25103425;2=25103426;3=25103427;4=25103428
10A栋|542|5|4|1=25103429;2=25103430;3=25103431;4=25103432
10A栋|543|5|4|1=25103433;2=25103434;3=25103435;4=25103436
10A栋|544|5|4|1=25103437;2=25103438;3=25103439;4=25103440
10A栋|545|5|4|1=25104109;2=25104110;3=25104111;4=25104112
10A栋|601|6|4|1=25104113;2=25104114;3=25104115;4=25104116
10A栋|602|6|4|1=25104117;2=25104118;3=25104119;4=25104120
10A栋|603|6|4|1=25104121;2=25104122;3=25104123;4=25104124
10A栋|604|6|4|1=25104125;2=25104126;3=25104127;4=25104128
10A栋|605|6|4|1=25104129;2=25104130;3=25104131;4=25104132
10A栋|606|6|4|1=25104133;2=25104134;3=25104135;4=25104136
10A栋|607|6|4|1=25104137;2=25104138;3=25104139;4=25104140
10A栋|608|6|4|1=25104209;2=25104210;3=25104211;4=25104212
10A栋|609|6|4|1=25104213;2=25104214;3=25104215;4=25104216
10A栋|610|6|4|1=25104217;2=25104218;3=25104219;4=25104220
10A栋|611|6|4|1=25104221;2=25104222;3=25104223;4=25104224
10A栋|612|6|4|1=25104225;2=25104226;3=25104227;4=25104228
10A栋|613|6|4|1=25104229;2=25104230;3=25104231;4=25104232
10A栋|614|6|4|1=25104233;2=25104234;3=25104235;4=25104236
10A栋|615|6|4|1=25104237;2=25104238;3=25104239;4=25104240
10A栋|616|6|4|1=25104309;2=25104310;3=25104311;4=25104312
10A栋|617|6|4|1=25104313;2=25104314;3=25104315;4=25104316
10A栋|618|6|4|1=25104317;2=25104318;3=25104319;4=25104320
10A栋|619|6|4|1=25104321;2=25104322;3=25104323;4=25104324
10A栋|620|6|4|1=25104325;2=25104326;3=25104327;4=25104328
10A栋|621|6|4|1=25104329;2=25104330;3=25104331;4=25104332
10A栋|622|6|4|1=25104333;2=25104334;3=25104335;4=25104336
10A栋|623|6|4|1=25104337;2=25104338;3=25104339;4=25104340
10A栋|624|6|4|1=25104409;2=25104410;3=25104411;4=25104412
10A栋|625|6|4|1=25104413;2=25104414;3=25104415;4=25104416
10A栋|626|6|4|1=25104417;2=25104418;3=25104419;4=25104420
10A栋|627|6|4|1=25104421;2=25104422;3=25104423;4=25104424
10A栋|628|6|4|1=25104425;2=25104426;3=25104427;4=25104428
10A栋|629|6|4|1=25104429;2=25104430;3=25104431;4=25104432
10A栋|630|6|4|1=25104433;2=25104434;3=25104435;4=25104436
10A栋|631|6|4|1=25104437;2=25104438;3=25104439;4=25104440
10A栋|632|6|4|1=;2=;3=;4=
10A栋|633|6|4|1=;2=;3=;4=
10A栋|634|6|4|1=;2=;3=;4=
10A栋|635|6|4|1=;2=;3=;4=
10A栋|636|6|4|1=;2=;3=;4=
10A栋|637|6|4|1=;2=;3=;4=
10A栋|638|6|4|1=;2=;3=;4=
10A栋|639|6|4|1=;2=;3=;4=
10A栋|640|6|4|1=;2=;3=;4=
10A栋|641|6|4|1=;2=;3=;4=
10A栋|642|6|4|1=;2=;3=;4=
10A栋|643|6|4|1=;2=;3=;4=
10A栋|644|6|4|1=;2=;3=;4=
10A栋|645|6|4|1=;2=;3=;4=
10B栋|101|1|4|1=24101101;2=24101102;3=24101103;4=24101104
10B栋|102|1|4|1=24101105;2=24101106;3=24101107;4=24101108
10B栋|103|1|4|1=24101201;2=24101202;3=24101203;4=24101204
10B栋|104|1|4|1=24101205;2=24101206;3=24101207;4=24101208
10B栋|105|1|4|1=24101301;2=24101302;3=24101303;4=24101304
10B栋|106|1|4|1=24101305;2=24101306;3=24101307;4=24101308
10B栋|107|1|4|1=24101401;2=24101402;3=24101403;4=24101404
10B栋|108|1|4|1=24101405;2=24101406;3=24101407;4=24101408
10B栋|109|1|4|1=24102101;2=24102102;3=24102103;4=24102104
10B栋|110|1|4|1=24102105;2=24102106;3=24102107;4=24102108
10B栋|111|1|4|1=24102201;2=24102202;3=24102203;4=24102204
10B栋|112|1|4|1=24102205;2=24102206;3=24102207;4=24102208
10B栋|113|1|4|1=24102301;2=24102302;3=24102303;4=24102304
10B栋|114|1|4|1=24102305;2=24102306;3=24102307;4=24102308
10B栋|115|1|4|1=24102401;2=24102402;3=24102403;4=24102404
10B栋|116|1|4|1=24102405;2=24102406;3=24102407;4=24102408
10B栋|117|1|4|1=24103101;2=24103102;3=24103103;4=24103104
10B栋|118|1|4|1=24103105;2=24103106;3=24103107;4=24103108
10B栋|119|1|4|1=24103201;2=24103202;3=24103203;4=24103204
10B栋|120|1|4|1=24103205;2=24103206;3=24103207;4=24103208
10B栋|121|1|4|1=24103301;2=24103302;3=24103303;4=24103304
10B栋|122|1|4|1=24103305;2=24103306;3=24103307;4=24103308
10B栋|123|1|4|1=24103401;2=24103402;3=24103403;4=24103404
10B栋|124|1|4|1=24103405;2=24103406;3=24103407;4=24103408
10B栋|125|1|4|1=24104101;2=24104102;3=24104103;4=24104104
10B栋|126|1|4|1=24104105;2=24104106;3=24104107;4=24104108
10B栋|127|1|4|1=24104201;2=24104202;3=24104203;4=24104204
10B栋|128|1|4|1=24104205;2=24104206;3=24104207;4=24104208
10B栋|129|1|4|1=24104301;2=24104302;3=24104303;4=24104304
10B栋|130|1|4|1=24104305;2=24104306;3=24104307;4=24104308
10B栋|131|1|4|1=24104401;2=24104402;3=24104403;4=24104404
10B栋|132|1|4|1=24104405;2=24104406;3=24104407;4=24104408
10B栋|133|1|4|1=25101101;2=25101102;3=25101103;4=25101104
10B栋|134|1|4|1=25101105;2=25101106;3=25101107;4=25101108
10B栋|135|1|4|1=25101201;2=25101202;3=25101203;4=25101204
10B栋|136|1|4|1=25101205;2=25101206;3=25101207;4=25101208
10B栋|137|1|4|1=25101301;2=25101302;3=25101303;4=25101304
10B栋|138|1|4|1=25101305;2=25101306;3=25101307;4=25101308
10B栋|139|1|4|1=25101401;2=25101402;3=25101403;4=25101404
10B栋|140|1|4|1=25101405;2=25101406;3=25101407;4=25101408
10B栋|141|1|4|1=25102101;2=25102102;3=25102103;4=25102104
10B栋|142|1|4|1=25102105;2=25102106;3=25102107;4=25102108
10B栋|143|1|4|1=25102201;2=25102202;3=25102203;4=25102204
10B栋|144|1|4|1=25102205;2=25102206;3=25102207;4=25102208
10B栋|145|1|4|1=25102301;2=25102302;3=25102303;4=25102304
10B栋|201|2|4|1=25102305;2=25102306;3=25102307;4=25102308
10B栋|202|2|4|1=25102401;2=25102402;3=25102403;4=25102404
10B栋|203|2|4|1=25102405;2=25102406;3=25102407;4=25102408
10B栋|204|2|4|1=25103101;2=25103102;3=25103103;4=25103104
10B栋|205|2|4|1=25103105;2=25103106;3=25103107;4=25103108
10B栋|206|2|4|1=25103201;2=25103202;3=25103203;4=25103204
10B栋|207|2|4|1=25103205;2=25103206;3=25103207;4=25103208
10B栋|208|2|4|1=25103301;2=25103302;3=25103303;4=25103304
10B栋|209|2|4|1=25103305;2=25103306;3=25103307;4=25103308
10B栋|210|2|4|1=25103401;2=25103402;3=25103403;4=25103404
10B栋|211|2|4|1=25103405;2=25103406;3=25103407;4=25103408
10B栋|212|2|4|1=25104101;2=25104102;3=25104103;4=25104104
10B栋|213|2|4|1=25104105;2=25104106;3=25104107;4=25104108
10B栋|214|2|4|1=25104201;2=25104202;3=25104203;4=25104204
10B栋|215|2|4|1=25104205;2=25104206;3=25104207;4=25104208
10B栋|216|2|4|1=25104301;2=25104302;3=25104303;4=25104304
10B栋|217|2|4|1=25104305;2=25104306;3=25104307;4=25104308
10B栋|218|2|4|1=25104401;2=25104402;3=25104403;4=25104404
10B栋|219|2|4|1=25104405;2=25104406;3=25104407;4=25104408
10B栋|220|2|4|1=;2=;3=;4=
10B栋|221|2|4|1=;2=;3=;4=
10B栋|222|2|4|1=;2=;3=;4=
10B栋|223|2|4|1=;2=;3=;4=
10B栋|224|2|4|1=;2=;3=;4=
10B栋|225|2|4|1=;2=;3=;4=
10B栋|226|2|4|1=;2=;3=;4=
10B栋|227|2|4|1=;2=;3=;4=
10B栋|228|2|4|1=;2=;3=;4=
10B栋|229|2|4|1=;2=;3=;4=
10B栋|230|2|4|1=;2=;3=;4=
10B栋|231|2|4|1=;2=;3=;4=
10B栋|232|2|4|1=;2=;3=;4=
10B栋|233|2|4|1=;2=;3=;4=
10B栋|234|2|4|1=;2=;3=;4=
10B栋|235|2|4|1=;2=;3=;4=
10B栋|236|2|4|1=;2=;3=;4=
10B栋|237|2|4|1=;2=;3=;4=
10B栋|238|2|4|1=;2=;3=;4=
10B栋|239|2|4|1=;2=;3=;4=
10B栋|240|2|4|1=;2=;3=;4=
10B栋|241|2|4|1=;2=;3=;4=
10B栋|242|2|4|1=;2=;3=;4=
10B栋|243|2|4|1=;2=;3=;4=
10B栋|244|2|4|1=;2=;3=;4=
10B栋|245|2|4|1=;2=;3=;4=
11A栋|101|1|4|1=24111109;2=24111110;3=24111111;4=24111112
11A栋|102|1|4|1=24111113;2=24111114;3=24111115;4=24111116
11A栋|103|1|4|1=24111117;2=24111118;3=24111119;4=24111120
11A栋|104|1|4|1=24111121;2=24111122;3=24111123;4=24111124
11A栋|105|1|4|1=24111125;2=24111126;3=24111127;4=24111128
11A栋|106|1|4|1=24111129;2=24111130;3=24111131;4=24111132
11A栋|107|1|4|1=24111133;2=24111134;3=24111135;4=24111136
11A栋|108|1|4|1=24111137;2=24111138;3=24111139;4=24111140
11A栋|109|1|4|1=24111209;2=24111210;3=24111211;4=24111212
11A栋|110|1|4|1=24111213;2=24111214;3=24111215;4=24111216
11A栋|111|1|4|1=24111217;2=24111218;3=24111219;4=24111220
11A栋|112|1|4|1=24111221;2=24111222;3=24111223;4=24111224
11A栋|113|1|4|1=24111225;2=24111226;3=24111227;4=24111228
11A栋|114|1|4|1=24111229;2=24111230;3=24111231;4=24111232
11A栋|115|1|4|1=24111233;2=24111234;3=24111235;4=24111236
11A栋|116|1|4|1=24111237;2=24111238;3=24111239;4=24111240
11A栋|117|1|4|1=24111309;2=24111310;3=24111311;4=24111312
11A栋|118|1|4|1=24111313;2=24111314;3=24111315;4=24111316
11A栋|119|1|4|1=24111317;2=24111318;3=24111319;4=24111320
11A栋|120|1|4|1=24111321;2=24111322;3=24111323;4=24111324
11A栋|121|1|4|1=24111325;2=24111326;3=24111327;4=24111328
11A栋|122|1|4|1=24111329;2=24111330;3=24111331;4=24111332
11A栋|123|1|4|1=24111333;2=24111334;3=24111335;4=24111336
11A栋|124|1|4|1=24111337;2=24111338;3=24111339;4=24111340
11A栋|125|1|4|1=24111409;2=24111410;3=24111411;4=24111412
11A栋|126|1|4|1=24111413;2=24111414;3=24111415;4=24111416
11A栋|127|1|4|1=24111417;2=24111418;3=24111419;4=24111420
11A栋|128|1|4|1=24111421;2=24111422;3=24111423;4=24111424
11A栋|129|1|4|1=24111425;2=24111426;3=24111427;4=24111428
11A栋|130|1|4|1=24111429;2=24111430;3=24111431;4=24111432
11A栋|131|1|4|1=24111433;2=24111434;3=24111435;4=24111436
11A栋|132|1|4|1=24111437;2=24111438;3=24111439;4=24111440
11A栋|133|1|4|1=24112109;2=24112110;3=24112111;4=24112112
11A栋|134|1|4|1=24112113;2=24112114;3=24112115;4=24112116
11A栋|135|1|4|1=24112117;2=24112118;3=24112119;4=24112120
11A栋|136|1|4|1=24112121;2=24112122;3=24112123;4=24112124
11A栋|137|1|4|1=24112125;2=24112126;3=24112127;4=24112128
11A栋|138|1|4|1=24112129;2=24112130;3=24112131;4=24112132
11A栋|139|1|4|1=24112133;2=24112134;3=24112135;4=24112136
11A栋|140|1|4|1=24112137;2=24112138;3=24112139;4=24112140
11A栋|141|1|4|1=24112209;2=24112210;3=24112211;4=24112212
11A栋|142|1|4|1=24112213;2=24112214;3=24112215;4=24112216
11A栋|143|1|4|1=24112217;2=24112218;3=24112219;4=24112220
11A栋|144|1|4|1=24112221;2=24112222;3=24112223;4=24112224
11A栋|145|1|4|1=24112225;2=24112226;3=24112227;4=24112228
11A栋|201|2|4|1=24112229;2=24112230;3=24112231;4=24112232
11A栋|202|2|4|1=24112233;2=24112234;3=24112235;4=24112236
